person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
Deputy Sheriff John Martin Calhoun Turman,"Kimble County Sheriff's Office, TX","EOW: Monday, March 28, 1898",Cause of Death: Gunfire,Gunfire,1898-03-28,1898,FALSE,Kimble County Sheriff's Office, TX
City Marshal Charles Batterson,"Marysville Police Department, KS","EOW: Wednesday, April 6, 1898",Cause of Death: Assault,Assault,1898-04-06,1898,FALSE,Marysville Police Department, KS
Assistant Chief George W. Jackson,"Oklahoma City Police Department, OK","EOW: Thursday, April 7, 1898",Cause of Death: Gunfire,Gunfire,1898-04-07,1898,FALSE,Oklahoma City Police Department, OK
Police Officer Thomas L. Roberts,"Seattle Police Department, WA","EOW: Sunday, April 10, 1898",Cause of Death: Gunfire,Gunfire,1898-04-10,1898,FALSE,Seattle Police Department, WA
Officer Robert D. Austin,"Richmond Police Department, VA","EOW: Monday, April 11, 1898",Cause of Death: Gunfire,Gunfire,1898-04-11,1898,FALSE,Richmond Police Department, VA
"Constable Joseph A. ""Joe"" Hall","Grimes County Constable's Office - Precinct 7, TX","EOW: Saturday, April 16, 1898",Cause of Death: Gunfire,Gunfire,1898-04-16,1898,FALSE,Grimes County Constable's Office - Precinct 7, TX
Police Officer William Kime,"Coffeyville Police Department, KS","EOW: Friday, April 22, 1898",Cause of Death: Gunfire,Gunfire,1898-04-22,1898,FALSE,Coffeyville Police Department, KS
Corporal Anthony Cleary,"New Orleans Police Department, LA","EOW: Friday, May 6, 1898",Cause of Death: Gunfire,Gunfire,1898-05-06,1898,FALSE,New Orleans Police Department, LA
Patrolman Martin Trimp,"New Orleans Police Department, LA","EOW: Friday, May 6, 1898",Cause of Death: Gunfire,Gunfire,1898-05-06,1898,FALSE,New Orleans Police Department, LA
Chief of Police William Cunningham,"Glen Campbell Borough Police Department, PA","EOW: Tuesday, May 10, 1898",Cause of Death: Gunfire,Gunfire,1898-05-10,1898,FALSE,Glen Campbell Borough Police Department, PA
Patrolman Charles Metzgar,"Pittsburgh Police Department, PA","EOW: Wednesday, May 11, 1898",Cause of Death: Gunfire,Gunfire,1898-05-11,1898,FALSE,Pittsburgh Police Department, PA
Deputy Sheriff Bud Johnson,"Eddy County Sheriff's Department, NM","EOW: Thursday, May 26, 1898",Cause of Death: Gunfire,Gunfire,1898-05-26,1898,FALSE,Eddy County Sheriff's Department, NM
Captain Michael Leonard,"Pittsfield Police Department, MA","EOW: Wednesday, June 1, 1898",Cause of Death: Struck by train,Struck by train,1898-06-01,1898,FALSE,Pittsfield Police Department, MA
City Marshal Walter Meloan,"Clarksville Police Department, MO","EOW: Sunday, June 5, 1898",Cause of Death: Gunfire,Gunfire,1898-06-05,1898,FALSE,Clarksville Police Department, MO
Corporal Richard Fitzgerald,"New Orleans Police Department, LA","EOW: Friday, June 10, 1898",Cause of Death: Gunfire,Gunfire,1898-06-10,1898,FALSE,New Orleans Police Department, LA
Constable Lee Wall,"Colorado County Constable's Office - Precinct 4, TX","EOW: Friday, June 10, 1898",Cause of Death: Gunfire,Gunfire,1898-06-10,1898,FALSE,Colorado County Constable's Office - Precinct 4, TX
"Deputy U.S. Marshal Eli Hickman ""Heck"" Bruner","United States Department of Justice - United States Marshals Service, US","EOW: Tuesday, June 21, 1898",Cause of Death: Drowned,Drowned,1898-06-21,1898,FALSE,United States Department of Justice - United States Marshals Service, US
Village Marshal James Weiss,"East Alton Police Department, IL","EOW: Wednesday, July 6, 1898",Cause of Death: Gunfire,Gunfire,1898-07-06,1898,FALSE,East Alton Police Department, IL
Patrolman William Scanlon,"Pittsburgh Police Department, PA","EOW: Friday, July 8, 1898",Cause of Death: Assault,Assault,1898-07-08,1898,FALSE,Pittsburgh Police Department, PA
Deputy Sheriff Kent Kearney,"Dona Ana County Sheriff's Department, NM","EOW: Tuesday, July 12, 1898",Cause of Death: Gunfire,Gunfire,1898-07-12,1898,FALSE,Dona Ana County Sheriff's Department, NM
"Deputy U.S. Marshal Leonidus S. ""Bud"" Hill","United States Department of Justice - United States Marshals Service, US","EOW: Sunday, July 17, 1898",Cause of Death: Gunfire,Gunfire,1898-07-17,1898,FALSE,United States Department of Justice - United States Marshals Service, US
Special Deputy Marshal J. Boley Grady,"United States Department of Justice - United States Marshals Service, US","EOW: Sunday, July 17, 1898",Cause of Death: Gunfire,Gunfire,1898-07-17,1898,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy Sheriff Daniel Carlyle Cameron,"Alameda County Sheriff's Office, CA","EOW: Tuesday, July 19, 1898",Cause of Death: Explosion,Explosion,1898-07-19,1898,FALSE,Alameda County Sheriff's Office, CA
"Constable Gustave  ""Gus"" Koch","Alameda County Sheriff's Office, CA","EOW: Tuesday, July 19, 1898",Cause of Death: Explosion,Explosion,1898-07-19,1898,FALSE,Alameda County Sheriff's Office, CA
Deputy Constable John J. Lerri,"Alameda County Sheriff's Office, CA","EOW: Tuesday, July 19, 1898",Cause of Death: Explosion,Explosion,1898-07-19,1898,FALSE,Alameda County Sheriff's Office, CA
Deputy Sheriff Charles M. White,"Alameda County Sheriff's Office, CA","EOW: Tuesday, July 19, 1898",Cause of Death: Explosion,Explosion,1898-07-19,1898,FALSE,Alameda County Sheriff's Office, CA
Deputy Sheriff George Woodsum,"Alameda County Sheriff's Office, CA","EOW: Tuesday, July 19, 1898",Cause of Death: Explosion,Explosion,1898-07-19,1898,FALSE,Alameda County Sheriff's Office, CA
Patrolman Charles Gebhardt,"Hoboken Police Department, NJ","EOW: Tuesday, July 26, 1898",Cause of Death: Gunfire,Gunfire,1898-07-26,1898,FALSE,Hoboken Police Department, NJ
Correction Officer H. D. Parsons,"Texas Department of Criminal Justice, TX","EOW: Tuesday, July 26, 1898",Cause of Death: Gunfire,Gunfire,1898-07-26,1898,FALSE,Texas Department of Criminal Justice, TX
Constable Larkin Secrest Hope,"Colorado County Constable's Office - Precinct 1, TX","EOW: Wednesday, August 3, 1898",Cause of Death: Gunfire,Gunfire,1898-08-03,1898,FALSE,Colorado County Constable's Office - Precinct 1, TX
Police Officer Thomas Carl Mills,"Atlanta Police Department, GA","EOW: Friday, August 5, 1898",Cause of Death: Gunfire,Gunfire,1898-08-05,1898,FALSE,Atlanta Police Department, GA
Deputy Sheriff Ernest Conrad,"Summit County Sheriff's Office, CO","EOW: Friday, August 12, 1898",Cause of Death: Gunfire,Gunfire,1898-08-12,1898,FALSE,Summit County Sheriff's Office, CO
Patrolman Joseph J. Heffernan,"Louisville Police Department, KY","EOW: Friday, August 12, 1898",Cause of Death: Gunfire,Gunfire,1898-08-12,1898,FALSE,Louisville Police Department, KY
Deputy Constable Sam Abbott Mosley,"Wichita County Constable's Office - Precinct 1, TX","EOW: Monday, August 22, 1898",Cause of Death: Gunfire,Gunfire,1898-08-22,1898,FALSE,Wichita County Constable's Office - Precinct 1, TX
Police Officer Louis T. Gormley,"Fall River Police Department, MA","EOW: Tuesday, August 23, 1898",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1898-08-23,1898,FALSE,Fall River Police Department, MA
Patrolman August Schneider,"New York City Police Department, NY","EOW: Friday, August 26, 1898",Cause of Death: Fall,Fall,1898-08-26,1898,FALSE,New York City Police Department, NY
Deputy Sheriff Nathaniel Cloud,"Claiborne County Sheriff's Office, TN","EOW: Monday, August 29, 1898",Cause of Death: Gunfire,Gunfire,1898-08-29,1898,FALSE,Claiborne County Sheriff's Office, TN
"Constable Silas A. Gamble, Sr.","Williamson County Constable's Office - Precinct 6, TX","EOW: Monday, August 29, 1898",Cause of Death: Gunfire,Gunfire,1898-08-29,1898,FALSE,Williamson County Constable's Office - Precinct 6, TX
Deputized Civilian Oscar J. Breaux,"Texas Rangers, TX","EOW: Monday, August 29, 1898",Cause of Death: Gunfire,Gunfire,1898-08-29,1898,FALSE,Texas Rangers, TX
Private Ernest St. Leon,"Texas Rangers, TX","EOW: Wednesday, August 31, 1898",Cause of Death: Gunfire,Gunfire,1898-08-31,1898,FALSE,Texas Rangers, TX
Deputy Sheriff Sumner Whitney,"Summit County Sheriff's Office, CO","EOW: Wednesday, September 7, 1898",Cause of Death: Gunfire,Gunfire,1898-09-07,1898,FALSE,Summit County Sheriff's Office, CO
Deputy Constable John J. Lenhart,"Pennsylvania State Constable - Somerset County, PA","EOW: Sunday, September 18, 1898",Cause of Death: Gunfire,Gunfire,1898-09-18,1898,FALSE,Pennsylvania State Constable - Somerset County, PA
Special Constable Malachi J. Beasley,"Princess Anne County, VA","EOW: Saturday, September 24, 1898",Cause of Death: Gunfire,Gunfire,1898-09-24,1898,FALSE,Princess Anne County, VA
Patrolman Henry Buschmann,"New York City Police Department, NY","EOW: Saturday, October 8, 1898",Cause of Death: Duty related illness,Duty related illness,1898-10-08,1898,FALSE,New York City Police Department, NY
Patrolman Bernard A. Kuebler,"Chicago Police Department, IL","EOW: Monday, October 10, 1898",Cause of Death: Gunfire,Gunfire,1898-10-10,1898,FALSE,Chicago Police Department, IL
Marshal Patrick H. Gunning,"Kirkwood Police Department, MO","EOW: Tuesday, October 11, 1898",Cause of Death: Gunfire,Gunfire,1898-10-11,1898,FALSE,Kirkwood Police Department, MO
Detective D. H. Kiley,"Chicago and Alton Railroad Police Department, RR","EOW: Wednesday, October 12, 1898",Cause of Death: Gunfire,Gunfire,1898-10-12,1898,FALSE,Chicago and Alton Railroad Police Department, RR
Constable John Dando,"Pennsylvania State Constable - Schuylkill County, PA","EOW: Thursday, October 13, 1898",Cause of Death: Gunfire,Gunfire,1898-10-13,1898,FALSE,Pennsylvania State Constable - Schuylkill County, PA
City Marshal William Cornelius White,"Bolivar Police Department, MO","EOW: Wednesday, October 26, 1898",Cause of Death: Gunfire,Gunfire,1898-10-26,1898,FALSE,Bolivar Police Department, MO
Customs Inspector John Spaldt,"United States Department of the Treasury - Customs Service, US","EOW: Sunday, November 6, 1898",Cause of Death: Gunfire,Gunfire,1898-11-06,1898,FALSE,United States Department of the Treasury - Customs Service, US
Deputy Sheriff Otto Menn,"Fayette County Sheriff's Office, TX","EOW: Wednesday, November 9, 1898",Cause of Death: Stabbed,Stabbed,1898-11-09,1898,FALSE,Fayette County Sheriff's Office, TX
Patrolman Blount J. Irvine,"Shreveport Police Department, LA","EOW: Tuesday, November 15, 1898",Cause of Death: Gunfire,Gunfire,1898-11-15,1898,FALSE,Shreveport Police Department, LA
Chief of Police John T. Sisemore,"Ruston Police Department, LA","EOW: Thursday, November 17, 1898",Cause of Death: Gunfire,Gunfire,1898-11-17,1898,FALSE,Ruston Police Department, LA
Guard Charles B. Lauderbaugh,"Ohio Department of Rehabilitation and Correction, OH","EOW: Friday, November 18, 1898",Cause of Death: Gunfire,Gunfire,1898-11-18,1898,FALSE,Ohio Department of Rehabilitation and Correction, OH
Police Officer Luke Curry,"Great Falls Police Department, MT","EOW: Saturday, November 19, 1898",Cause of Death: Gunfire,Gunfire,1898-11-19,1898,FALSE,Great Falls Police Department, MT
Policeman William Christian Prinslow,"Fond du Lac Police Department, WI","EOW: Saturday, November 19, 1898",Cause of Death: Gunfire,Gunfire,1898-11-19,1898,FALSE,Fond du Lac Police Department, WI
Chief Deputy Sheriff Robert Warmock,"Jefferson County Sheriff's Office, AL","EOW: Sunday, November 27, 1898",Cause of Death: Gunfire,Gunfire,1898-11-27,1898,FALSE,Jefferson County Sheriff's Office, AL
Deputy Sheriff William Kurtz Kremer,"Volusia County Sheriff's Office, FL","EOW: Saturday, December 10, 1898",Cause of Death: Gunfire,Gunfire,1898-12-10,1898,FALSE,Volusia County Sheriff's Office, FL
Patrolman Bartholomew Cavanaugh,"Chicago Police Department, IL","EOW: Thursday, December 15, 1898",Cause of Death: Fall,Fall,1898-12-15,1898,FALSE,Chicago Police Department, IL
Detective Dennis E. Riley,"Chicago and Northwestern Railroad Police Department, RR","EOW: Wednesday, December 21, 1898",Cause of Death: Gunfire,Gunfire,1898-12-21,1898,FALSE,Chicago and Northwestern Railroad Police Department, RR
Deputy Sheriff Frank E. Nye,"Cook County Sheriff's Office - Department of Court Services, IL","EOW: Thursday, December 22, 1898",Cause of Death: Gunfire,Gunfire,1898-12-22,1898,FALSE,Cook County Sheriff's Office - Department of Court Services, IL
Deputy Marshal Ren Ashby,"Slaughtersville Marshal's Office, KY","EOW: Thursday, December 22, 1898",Cause of Death: Gunfire,Gunfire,1898-12-22,1898,FALSE,Slaughtersville Marshal's Office, KY
Sheriff Dominick Cavanaugh,"Dawson County Sheriff's Office, MT","EOW: Friday, December 23, 1898",Cause of Death: Assault,Assault,1898-12-23,1898,FALSE,Dawson County Sheriff's Office, MT
Town Marshal Sam Casebier,"Hartford Police Department, KY","EOW: Saturday, December 24, 1898",Cause of Death: Stabbed,Stabbed,1898-12-24,1898,FALSE,Hartford Police Department, KY
Constable John E. Rhodes,"Henderson County Constable's Office - Precinct 6, TX","EOW: Saturday, December 24, 1898",Cause of Death: Gunfire,Gunfire,1898-12-24,1898,FALSE,Henderson County Constable's Office - Precinct 6, TX
Constable E. E. Dixon,"Siskiyou County Sheriff's Department, CA","EOW: Monday, December 26, 1898",Cause of Death: Gunfire,Gunfire,1898-12-26,1898,FALSE,Siskiyou County Sheriff's Department, CA
Deputy Sheriff James Lamers,"Clatsop County Sheriff's Office, OR","EOW: Friday, December 30, 1898",Cause of Death: Gunfire,Gunfire,1898-12-30,1898,FALSE,Clatsop County Sheriff's Office, OR
Sheriff Jack W. Williams,"Clatsop County Sheriff's Office, OR","EOW: Friday, December 30, 1898",Cause of Death: Gunfire,Gunfire,1898-12-30,1898,FALSE,Clatsop County Sheriff's Office, OR
Town Marshal Tom Roach,"Barbourville Police Department, KY","EOW: Saturday, December 31, 1898",Cause of Death: Gunfire,Gunfire,1898-12-31,1898,FALSE,Barbourville Police Department, KY
Patrolman Edward J. Wallner,"Chicago Police Department, IL","EOW: Thursday, January 5, 1899",Cause of Death: Gunfire,Gunfire,1899-01-05,1899,FALSE,Chicago Police Department, IL
Officer Manning T. Crow,"Somerville Police Department, NJ","EOW: Wednesday, February 1, 1899",Cause of Death: Gunfire,Gunfire,1899-02-01,1899,FALSE,Somerville Police Department, NJ
"Chief of Police William Frederick ""Fred"" Baird","Fairbury Police Department, IL","EOW: Saturday, February 11, 1899",Cause of Death: Gunfire,Gunfire,1899-02-11,1899,FALSE,Fairbury Police Department, IL
Police Officer Alexander McLean,"Moorhead Police Department, MN","EOW: Friday, February 17, 1899",Cause of Death: Structure collapse,Structure collapse,1899-02-17,1899,FALSE,Moorhead Police Department, MN
Deputy U.S. Marshal Joseph P. Heinrichs,"United States Department of Justice - United States Marshals Service, US","EOW: Wednesday, March 15, 1899",Cause of Death: Gunfire,Gunfire,1899-03-15,1899,FALSE,United States Department of Justice - United States Marshals Service, US
Officer J. E. Hart,"Hot Springs Police Department, AR","EOW: Thursday, March 16, 1899",Cause of Death: Gunfire,Gunfire,1899-03-16,1899,FALSE,Hot Springs Police Department, AR
Officer Thomas Goslee,"Hot Springs Police Department, AR","EOW: Thursday, March 16, 1899",Cause of Death: Gunfire,Gunfire,1899-03-16,1899,FALSE,Hot Springs Police Department, AR
Chief of Police Thomas Toler,"Hot Springs Police Department, AR","EOW: Thursday, March 16, 1899",Cause of Death: Gunfire,Gunfire,1899-03-16,1899,FALSE,Hot Springs Police Department, AR
Special Officer William H. Kilroy,"Nevada City Police Department, CA","EOW: Thursday, March 30, 1899",Cause of Death: Gunfire,Gunfire,1899-03-30,1899,FALSE,Nevada City Police Department, CA
Deputy Sheriff Chet L. Ainsworth,"Cochise County Sheriff's Department, AZ","EOW: Thursday, April 6, 1899",Cause of Death: Gunfire,Gunfire,1899-04-06,1899,FALSE,Cochise County Sheriff's Department, AZ
"Deputy Sheriff Ted ""Sid"" Moore","Cochise County Sheriff's Department, AZ","EOW: Thursday, April 6, 1899",Cause of Death: Gunfire,Gunfire,1899-04-06,1899,FALSE,Cochise County Sheriff's Department, AZ
Sheriff Henry S. Burkhalter,"Washington Parish Sheriff's Office, LA","EOW: Friday, April 7, 1899",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1899-04-07,1899,FALSE,Washington Parish Sheriff's Office, LA
Deputy Marshal John Centers,"Jackson Police Department, KY","EOW: Saturday, April 15, 1899",Cause of Death: Gunfire,Gunfire,1899-04-15,1899,FALSE,Jackson Police Department, KY
Sheriff Joseph S. Dawson,"Cocke County Sheriff's Department, TN","EOW: Thursday, April 20, 1899",Cause of Death: Gunfire,Gunfire,1899-04-20,1899,FALSE,Cocke County Sheriff's Department, TN
"Policeman John Joseph Bean, Jr.","Charleston Police Department, SC","EOW: Friday, April 21, 1899",Cause of Death: Gunfire,Gunfire,1899-04-21,1899,FALSE,Charleston Police Department, SC
Deputy Sheriff Brack Mitchell,"Fisher County Sheriff's Department, TX","EOW: Sunday, April 23, 1899",Cause of Death: Gunfire,Gunfire,1899-04-23,1899,FALSE,Fisher County Sheriff's Department, TX
Policeman Jeremiah Dunham,"Rahway Police Department, NJ","EOW: Wednesday, April 26, 1899",Cause of Death: Struck by train,Struck by train,1899-04-26,1899,FALSE,Rahway Police Department, NJ
Patrolman Thomas Meagher,"New York City Police Department, NY","EOW: Thursday, April 27, 1899",Cause of Death: Struck by vehicle,Struck by vehicle,1899-04-27,1899,FALSE,New York City Police Department, NY
Patrolman Daniel Summitt,"Nashville City Police Department, TN","EOW: Sunday, April 30, 1899",Cause of Death: Gunfire,Gunfire,1899-04-30,1899,FALSE,Nashville City Police Department, TN
Captain William A. Brown,"Ogden Police Department, UT","EOW: Sunday, April 30, 1899",Cause of Death: Gunfire,Gunfire,1899-04-30,1899,FALSE,Ogden Police Department, UT
Deputy Sheriff Frank Morrison,"Hardin County Sheriff's Department, OH","EOW: Saturday, May 6, 1899",Cause of Death: Gunfire,Gunfire,1899-05-06,1899,FALSE,Hardin County Sheriff's Department, OH
Deputy Sheriff William H. Singletary,"Washita County Sheriff's Office, OK","EOW: Saturday, May 6, 1899",Cause of Death: Gunfire,Gunfire,1899-05-06,1899,FALSE,Washita County Sheriff's Office, OK
Corporal Thomas Duffy,"New Orleans Police Department, LA","EOW: Thursday, May 11, 1899",Cause of Death: Gunfire,Gunfire,1899-05-11,1899,FALSE,New Orleans Police Department, LA
Sheriff Edward Coleman,"Washington County Sheriff's Office, KS","EOW: Monday, May 15, 1899",Cause of Death: Gunfire,Gunfire,1899-05-15,1899,FALSE,Washington County Sheriff's Office, KS
"Sergeant Frederick M. ""Fritz"" Passau","Metropolitan Police Department, DC","EOW: Wednesday, May 17, 1899",Cause of Death: Gunfire,Gunfire,1899-05-17,1899,FALSE,Metropolitan Police Department, DC
Constable Jim Beltzer,"Leslie County Constable's Office, KY","EOW: Thursday, June 1, 1899",Cause of Death: Gunfire,Gunfire,1899-06-01,1899,FALSE,Leslie County Constable's Office, KY
Police Officer John Yelverton,"Pensacola Police Department, FL","EOW: Saturday, June 3, 1899",Cause of Death: Gunfire,Gunfire,1899-06-03,1899,FALSE,Pensacola Police Department, FL
Sheriff Josiah Hazen,"Converse County Sheriff's Office, WY","EOW: Sunday, June 4, 1899",Cause of Death: Gunfire,Gunfire,1899-06-04,1899,FALSE,Converse County Sheriff's Office, WY
Constable Samuel Skeen Breeland,"Falls County Constable's Office - Precinct 6, TX","EOW: Wednesday, June 7, 1899",Cause of Death: Gunfire,Gunfire,1899-06-07,1899,FALSE,Falls County Constable's Office - Precinct 6, TX
Deputy Sheriff Frank Bateman,"Harford County Sheriff's Office, MD","EOW: Saturday, June 10, 1899",Cause of Death: Gunfire,Gunfire,1899-06-10,1899,FALSE,Harford County Sheriff's Office, MD
Deputy Sheriff James Monroe Stafford,"Anderson County Sheriff's Department, TX","EOW: Thursday, June 15, 1899",Cause of Death: Gunfire,Gunfire,1899-06-15,1899,FALSE,Anderson County Sheriff's Department, TX
Constable Elijah Bryan,"Bethel Police Department, NC","EOW: Tuesday, June 20, 1899",Cause of Death: Assault,Assault,1899-06-20,1899,FALSE,Bethel Police Department, NC
Deputy Sheriff Charles M. Sadler,"Duval County Sheriff's Department, FL","EOW: Monday, June 26, 1899",Cause of Death: Gunfire,Gunfire,1899-06-26,1899,FALSE,Duval County Sheriff's Department, FL
Police Officer William Strong,"Provo Police Department, UT","EOW: Monday, June 26, 1899",Cause of Death: Gunfire,Gunfire,1899-06-26,1899,FALSE,Provo Police Department, UT
Deputy Collector George Ratliff,"United States Department of the Treasury - Office of Internal Revenue, US","EOW: Thursday, June 29, 1899",Cause of Death: Gunfire,Gunfire,1899-06-29,1899,FALSE,United States Department of the Treasury - Office of Internal Revenue, US
Guard Thomas Tobin,"Colorado Department of Corrections, CO","EOW: Tuesday, July 4, 1899",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1899-07-04,1899,FALSE,Colorado Department of Corrections, CO
Deputy Sheriff James Stubblefield,"Clay County Sheriff's Office, KY","EOW: Saturday, July 8, 1899",Cause of Death: Gunfire,Gunfire,1899-07-08,1899,FALSE,Clay County Sheriff's Office, KY
Deputy Sheriff Robert M. Conley,"Bosque County Sheriff's Office, TX","EOW: Monday, July 10, 1899",Cause of Death: Gunfire,Gunfire,1899-07-10,1899,FALSE,Bosque County Sheriff's Office, TX
Constable Harrison Lusk,"Fayette County Constable's Office, WV","EOW: Tuesday, July 11, 1899",Cause of Death: Gunfire,Gunfire,1899-07-11,1899,FALSE,Fayette County Constable's Office, WV
Deputy Jailer Jack Roberts,"Breathitt County Jail, KY","EOW: Wednesday, July 12, 1899",Cause of Death: Gunfire,Gunfire,1899-07-12,1899,FALSE,Breathitt County Jail, KY
"Deputy Sheriff Dennis B. ""Cap"" Jenkins","Duval County Sheriff's Department, FL","EOW: Friday, July 14, 1899",Cause of Death: Gunfire,Gunfire,1899-07-14,1899,FALSE,Duval County Sheriff's Department, FL
Sheriff Edward J. Farr,"Huerfano County Sheriff's Office, CO","EOW: Sunday, July 16, 1899",Cause of Death: Gunfire,Gunfire,1899-07-16,1899,FALSE,Huerfano County Sheriff's Office, CO
Posseman Henry M. Love,"Colfax County Sheriff's Department, NM","EOW: Thursday, July 20, 1899",Cause of Death: Duty related illness,Duty related illness,1899-07-20,1899,FALSE,Colfax County Sheriff's Department, NM
Town Marshal Thomas Atkinson,"Red Springs Police Department, NC","EOW: Saturday, July 22, 1899",Cause of Death: Gunfire,Gunfire,1899-07-22,1899,FALSE,Red Springs Police Department, NC
Officer John Van Horn,"Parsons Police Department, KS","EOW: Friday, July 28, 1899",Cause of Death: Gunfire,Gunfire,1899-07-28,1899,FALSE,Parsons Police Department, KS
Deputy Sheriff Van B. Jackson,"Liberty County Sheriff's Department, FL","EOW: Monday, August 7, 1899",Cause of Death: Gunfire,Gunfire,1899-08-07,1899,FALSE,Liberty County Sheriff's Department, FL
"Deputy Sheriff J. J. ""Jack"" Lee","Putnam County Sheriff's Department, TN","EOW: Wednesday, August 9, 1899",Cause of Death: Fall,Fall,1899-08-09,1899,FALSE,Putnam County Sheriff's Department, TN
Patrolman William Dalton,"Dayton Police Department, OH","EOW: Thursday, August 10, 1899",Cause of Death: Animal related,Animal related,1899-08-10,1899,FALSE,Dayton Police Department, OH
Night Watchman Edgar A. Cranston,"Constantine Police Department, MI","EOW: Friday, August 11, 1899",Cause of Death: Gunfire,Gunfire,1899-08-11,1899,FALSE,Constantine Police Department, MI
Officer William E. Griffiths,"Denver Police Department, CO","EOW: Sunday, August 13, 1899",Cause of Death: Gunfire,Gunfire,1899-08-13,1899,FALSE,Denver Police Department, CO
Officer Thomas C. Clifford,"Denver Police Department, CO","EOW: Sunday, August 13, 1899",Cause of Death: Gunfire,Gunfire,1899-08-13,1899,FALSE,Denver Police Department, CO
Policeman Benjamin F. Stump,"Falls City Police Department, NE","EOW: Wednesday, August 16, 1899",Cause of Death: Gunfire,Gunfire,1899-08-16,1899,FALSE,Falls City Police Department, NE
Captain William H. Hemsing,"New Jersey Department of Corrections, NJ","EOW: Thursday, August 17, 1899",Cause of Death: Stabbed,Stabbed,1899-08-17,1899,FALSE,New Jersey Department of Corrections, NJ
Deputy Sheriff Andrew J. Kite,"Bradford County Sheriff's Office, FL","EOW: Sunday, August 20, 1899",Cause of Death: Gunfire,Gunfire,1899-08-20,1899,FALSE,Bradford County Sheriff's Office, FL
Deputy U.S. Marshal James M. Blair,"United States Department of Justice - United States Marshals Service, US","EOW: Monday, August 21, 1899",Cause of Death: Gunfire,Gunfire,1899-08-21,1899,FALSE,United States Department of Justice - United States Marshals Service, US
Special Deputy Sheriff Joseph Townsend,"McIntosh County Sheriff's Office, GA","EOW: Friday, August 25, 1899",Cause of Death: Gunfire,Gunfire,1899-08-25,1899,FALSE,McIntosh County Sheriff's Office, GA
Police Officer Alonzo B. Bishop,"Baltimore City Police Department, MD","EOW: Tuesday, August 29, 1899",Cause of Death: Automobile accident,Automobile accident,1899-08-29,1899,FALSE,Baltimore City Police Department, MD
"City Marshal Allen A. ""Bud"" Wilson","Sedan Police Department, KS","EOW: Thursday, August 31, 1899",Cause of Death: Gunfire,Gunfire,1899-08-31,1899,FALSE,Sedan Police Department, KS
Deputy Sheriff Bill Lewis,"Clay County Sheriff's Office, KY","EOW: Saturday, September 2, 1899",Cause of Death: Gunfire,Gunfire,1899-09-02,1899,FALSE,Clay County Sheriff's Office, KY
Constable Samuel Thomas Tobias,"Clarendon County Magistrate's Office, SC","EOW: Saturday, September 2, 1899",Cause of Death: Assault,Assault,1899-09-02,1899,FALSE,Clarendon County Magistrate's Office, SC
Patrolman William Kerns,"Concord Police Department, NC","EOW: Monday, September 4, 1899",Cause of Death: Gunfire,Gunfire,1899-09-04,1899,FALSE,Concord Police Department, NC
City Marshal Joseph R. Hastings,"Beebe Police Department, AR","EOW: Thursday, September 7, 1899",Cause of Death: Stabbed,Stabbed,1899-09-07,1899,FALSE,Beebe Police Department, AR
Detective Abe Kleeman,"Columbus Division of Police, OH","EOW: Friday, September 15, 1899",Cause of Death: Gunfire,Gunfire,1899-09-15,1899,FALSE,Columbus Division of Police, OH
Police Officer Charles J. Stewart,"Detroit Police Department, MI","EOW: Saturday, September 16, 1899",Cause of Death: Struck by streetcar,Struck by streetcar,1899-09-16,1899,FALSE,Detroit Police Department, MI
Sheriff Henry R. Farley,"Monterey County Sheriff's Department, CA","EOW: Monday, September 18, 1899",Cause of Death: Gunfire,Gunfire,1899-09-18,1899,FALSE,Monterey County Sheriff's Department, CA
Town Marshal C. R. Duke,"Stamping Ground Police Department, KY","EOW: Tuesday, September 19, 1899",Cause of Death: Gunfire,Gunfire,1899-09-19,1899,FALSE,Stamping Ground Police Department, KY
Chief of Police Will Hannah,"Dalton Police Department, GA","EOW: Thursday, September 21, 1899",Cause of Death: Gunfire,Gunfire,1899-09-21,1899,FALSE,Dalton Police Department, GA
Sergeant Joseph Burman,"Cincinnati Police Department, OH","EOW: Friday, September 29, 1899",Cause of Death: Struck by train,Struck by train,1899-09-29,1899,FALSE,Cincinnati Police Department, OH
Police Officer John Kossow,"Milwaukee Police Department, WI","EOW: Saturday, September 30, 1899",Cause of Death: Assault,Assault,1899-09-30,1899,FALSE,Milwaukee Police Department, WI
Town Marshal Joseph Kirk,"Inez Police Department, KY","EOW: Sunday, October 1, 1899",Cause of Death: Gunfire,Gunfire,1899-10-01,1899,FALSE,Inez Police Department, KY
Correction Officer Frank Miller,"Texas Department of Criminal Justice, TX","EOW: Saturday, October 7, 1899",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1899-10-07,1899,FALSE,Texas Department of Criminal Justice, TX
City Marshal Elmo Frie,"Charleston Department of Public Safety, MO","EOW: Wednesday, October 11, 1899",Cause of Death: Gunfire,Gunfire,1899-10-11,1899,FALSE,Charleston Department of Public Safety, MO
